system:index,EVI2,GNDVI,MSR,NLI,RDVI,estimateLAI,.geo
0_528,1.169762137504073,0.5432944019331454,0.9979155804654677,0.9997385290516013,29.336684687391184,1.156,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_547,0.9230704237252334,0.4852941176470588,0.7294185099876568,0.9997453874677855,29.529723436057534,1.007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_631,1.1348791639451339,0.5349858801380609,0.956490742385234,0.9997864145980108,32.53348356192786,1.197,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_662,1.0351623045923566,0.5324074074074074,0.8448845415695706,0.9997781162756275,31.948312751731173,1.007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_741,1.0004357198550657,0.5561745589600743,0.8080875958388378,0.9997566827217047,30.455097200250375,1.113,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_754,1.170717697563335,0.5163302752293578,0.9990326480691659,0.9997577815034554,30.47819298734599,1.177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_826,0.9907618849906581,0.5253863134657837,0.7979845766890483,0.9997761941514427,31.7330369077699,0.979,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_936,1.2128286641499435,0.5133858267716536,1.0507777251324295,0.9997526079694338,30.035882981835723,1.167,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_939,0.9243261921216308,0.4801163918525703,0.73063376502816,0.9997812300773649,31.86301202412171,1.138,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_963,0.8385141842119013,0.4891901795529498,0.6482043380925049,0.9996377523989218,24.352448062129298,1.033,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_983,1.044107161047163,0.5955831608005521,0.8548520670059353,0.999497258863805,21.228995296218407,0.985,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_986,0.8608082956660462,0.4511494252873563,0.6691934868527746,0.9996447058102852,24.71716143121531,0.668,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1006,0.8872182023505794,0.46828305610374965,0.694403525612331,0.9997325163531451,28.639565679341903,0.918,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1041,0.9391939032898621,0.45785239594263727,0.7455038314856242,0.9996850640231689,26.610007244439693,1.017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1066,0.7447535197905203,0.44221378187737387,0.5630146211351809,0.9996920486857441,25.651677185815256,0.68,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1076,1.145878708678186,0.5295175307162122,0.9693703188805141,0.9997979538063445,33.42931353042214,1.167,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1091,0.996683685642029,0.5516243165004825,0.8041786853704207,0.9997452945225432,29.758734895303967,1.014,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1102,0.9577916479878618,0.49225159525979945,0.7641335834851701,0.9998037336867619,33.783200994585926,1.11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1104,0.769984600307994,0.45213646902947996,0.5854846161000454,0.9996371003317702,23.846769326487497,0.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1137,0.8959267156969408,0.44482758620689655,0.7028370383682504,0.9997256790511343,28.325071433180266,0.964,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1139,1.0760661788939423,0.5884413309982487,0.8896735542765801,0.9996912890021099,27.102669503742852,0.992,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1148,0.957747955546236,0.4844223876481941,0.7641254854243502,0.99976130454105,30.63349966390881,0.997,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1151,0.9047998454778116,0.441418619379354,0.7114949398741818,0.9997000551828978,27.129277675110927,0.996,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1164,0.8995437186926548,0.4782608695652174,0.7063780223632208,0.999689243845114,26.629457170996936,0.701,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1240,1.113192136540303,0.5313718539524991,0.9314683399389513,0.9997518312092185,30.208965542099712,1.027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1253,1.0677288423093234,0.5076687116564417,0.8804178320313767,0.9997123427715257,28.076732968406827,1.118,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1346,1.0369768625455114,0.5394094993581515,0.8468064247291681,0.9998044250881895,34.03165392949921,1.134,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1356,1.031912110907664,0.4627450980392157,0.8414421226063803,0.9997364903387777,29.31283398146356,1.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1375,1.1022488836283426,0.5171948752528658,0.9189809079407009,0.9997586464132427,30.642205771686076,1.126,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1469,0.9155656926453501,0.48396417220456517,0.7220214771214198,0.9997373963117221,29.044199442539437,0.905,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1486,0.8936866787594566,0.4892975580343684,0.700668004862638,0.9997200804883317,28.029209450692797,0.814,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1549,0.7600657354149548,0.41304347826086957,0.5765974932847445,0.9996905804220234,25.7360968543128,0.789,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1580,1.0798140356345125,0.5291777188328912,0.8937566243872457,0.9997581924528592,30.623502655418147,1.175,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1610,1.0236047533176125,0.5025320226392612,0.8325362428135039,0.9997638823278813,30.9560513598861,1.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1618,1.0233078537763873,0.4989816700610998,0.8321840840029935,0.9997976468194038,33.43889809464161,1.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1653,0.9255658396204404,0.5840266222961731,0.7320508075688773,0.9995332555425904,21.81742422927143,0.709,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1712,0.9326636748731283,0.5029686174724343,0.7389338069584291,0.9997511974155101,29.912893047705378,0.917,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1722,1.0785545195420068,0.5570216776625825,0.8923331777177426,0.9997746359980564,31.72136180797857,0.987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1764,0.8824823136981783,0.47756729810568294,0.6898199103690809,0.9997637239831766,30.4451235377094,0.895,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1829,1.0387780151838888,0.5422262011339899,0.8487805218547221,0.9997735785314111,31.63027428741341,1.106,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1927,1.2056173820879703,0.5759285378467325,1.0418506872089648,0.9997138156559922,27.94773755867728,1.044,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1951,1.0895183884021882,0.5227912211592571,0.9045592257800811,0.9997962634275647,33.35958796092008,1.059,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1979,1.0382944719911484,0.5554952510176391,0.8482346697639026,0.9997957344035974,33.30118152495741,1.193,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1998,1.0667944887858385,0.5437987857762359,0.8792940248258205,0.999787928057118,32.70003775765426,1.155,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2008,0.9887190493639743,0.47425109390777515,0.7959207581798443,0.9997168933569798,28.20974693678966,0.94,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2033,1.0047507758323435,0.5140562248995983,0.8125680815100249,0.9997981790828668,33.449398002673085,1.146,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2038,1.2053856524515718,0.5643044619422573,1.0415269206728985,0.9997316547052846,28.862677062235882,1.04,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2071,0.9049744568863203,0.4559125085440875,0.7116800791210874,0.9996795681972097,26.248382785991673,0.937,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2079,0.960592530931931,0.5163664044658716,0.7669909601612387,0.9997856447138407,32.33600919245133,1.101,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2103,1.0455286964259232,0.5272261370916079,0.856094476367599,0.9997565158401928,30.507540264726376,0.918,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2152,1.0114118784414274,0.5104052573932092,0.8195945619142466,0.9997810026215275,32.123512852312864,1.145,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2182,1.0946309419127915,0.5241830065359477,0.9103539643664413,0.9997650244177874,31.0602990061601,1.051,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2193,0.9639321484397614,0.5598086124401914,0.7704845056129083,0.9996738585047666,26.223724390906654,1.114,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2199,1.058122780836721,0.528865295288653,0.8698145291158875,0.9997517458314301,30.220390824735045,1.096,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2280,0.9004622694003338,0.4665140240412135,0.7072421526889758,0.9997322049993579,28.69074197025647,1.093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2288,0.9619910567192281,0.5488721804511278,0.7686103715688269,0.9995566934718065,22.48793686082468,0.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2321,1.0112535167239762,0.5772011909825606,0.8195368327446096,0.9996742174528691,26.336959957780433,0.957,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2344,1.1184180585263732,0.5778628201354136,0.9373955199081636,0.9998012004264446,33.74641123240497,1.094,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2377,0.8626008020094301,0.48689823278488725,0.6708566706124068,0.9997064392253623,27.202918832349525,0.918,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2462,1.1809369951534734,0.5321499013806706,1.0114256966970798,0.9997454825809339,29.707103082858104,1.187,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2489,1.1305963385898135,0.4948453608247423,0.9515712628536648,0.9997413520976806,29.569739411773966,1.169,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2500,0.9361173072000585,0.5007371007371008,0.7423505067208428,0.9997843035136872,32.14155881340644,1.069,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2517,0.9728447523138716,0.5770782889426957,0.779588938750695,0.9996768561719293,26.368193007661784,1.175,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2534,0.7584672526017724,0.44636316064887493,0.575166344411702,0.9997084078782223,26.495983328469766,0.921,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2557,0.9991683223213048,0.5281862745098039,0.8067644854156177,0.9997543724279835,30.308927100793717,1.002,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2573,0.8991133397535946,0.4871563767462821,0.7058877190638633,0.9997917572219752,32.52824316679688,1.093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2581,0.8487791047949818,0.4815543531726513,0.6577621006892852,0.9997584104465439,29.893742363944803,0.978,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2609,0.95701720418211,0.4581844174410293,0.7634500553066355,0.9996847863274148,26.654844065688547,0.986,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2638,1.1004664228547199,0.5656946826758148,0.9169554497841954,0.99976152737683,30.828054247624095,0.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2689,0.945518453427065,0.5243553008595988,0.7519220214469505,0.9995917944402403,23.391304347826086,0.624,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2692,0.8942912211463449,0.48828491096532334,0.7012610575409127,0.9997099430159617,27.53798114634086,0.816,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2728,1.0360639911736311,0.5286013776579814,0.8458628369456626,0.9997700144608398,31.381446964275643,1.193,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2731,1.0857555668876424,0.48044692737430167,0.9004168824462917,0.9997388201567657,29.46442884933977,1.176,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2763,0.9312890928605798,0.5095285857572718,0.7375434301088832,0.9997799383452136,31.800511365143205,1.093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2767,1.0079527525478658,0.5094549499443827,0.815954672624159,0.9997765596401823,31.79611059764523,1.098,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2816,1.1127705415728137,0.5974276527331189,0.931250819994578,0.9995683444844341,22.90464706435917,0.457,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2827,0.9324495312589867,0.5283911671924291,0.7387929537577042,0.9996587235141362,25.53961258083943,0.789,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2851,1.0295812524010757,0.5258145363408522,0.8390818965511628,0.9996115556161721,24.14022591235201,1.012,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3010,0.7640177839167782,0.4464176362522964,0.5801356753907895,0.9996609312919915,24.61957224169352,0.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3036,0.9306676142301744,0.5072135785007073,0.7369477661889711,0.9997511897735898,29.90427826368575,0.979,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3038,1.1323283082077051,0.5222268383880349,0.9536291016123472,0.9997140051669733,28.11789318130036,1.053,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3055,1.0809610620296357,0.558189000303859,0.8950030117564,0.9997828074119252,32.31225397846776,1.035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3077,0.8063907647036632,0.43316062176165804,0.6184307775799932,0.9997239869458372,27.65991040553227,1.071,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3094,1.0257420541108484,0.4907749077490775,0.8348478592697179,0.9997326822661415,29.096050465170627,1.068,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3117,1.0538713641950022,0.5991140642303433,0.8653466359605005,0.999602023637878,23.8657825823476,0.808,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3147,1.1536490641350667,0.5459132189707366,0.9785906914673278,0.9997777100767582,31.854962693122758,1.179,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3182,0.9722034356824022,0.5392126945376869,0.7788665981186259,0.9997494215394667,29.942321775762313,1.086,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3209,0.8812535315338811,0.49760191846522783,0.6886675734187535,0.9997192703593083,27.92404381318819,1.087,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3227,0.9515384283433305,0.5066435586366262,0.7578530636446633,0.9997518562271445,30.02362916482807,1.014,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3240,0.974355426410221,0.5080965475099297,0.781077343591805,0.9997445747580108,29.66282071618306,1.093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3263,1.1841896815757513,0.5792966157929662,1.0152998404949511,0.9997931151109641,32.94100654715717,0.929,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3271,0.913587207216442,0.5005224660397074,0.7201137197264631,0.9996862369204326,26.562719566794694,1.121,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3307,0.7880033733923677,0.44287396937573614,0.6017006668469643,0.9996818498681176,25.620207012086063,0.983,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3322,1.133428981348637,0.5302109402931713,0.9548474547720013,0.9997554670579194,30.407114177320288,1.098,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3327,1.1779004861652962,0.5409594095940959,1.0077071576522385,0.9997623995989232,30.75476739588234,1.192,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3332,1.0807821846880812,0.5031525851197982,0.8948249116430607,0.999766366649543,31.154512908095395,1.162,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3350,1.0541459586712005,0.47891467799934617,0.865475810617763,0.9997459594856187,29.872347461442377,1.014,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3412,0.9285272436723542,0.4248927038626609,0.7348668251414258,0.9996921214655963,26.874788573485844,0.989,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3414,1.1029238941381092,0.5466826778745122,0.9197043167648076,0.9997893460007007,32.798850287055366,1.194,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3437,1.0192564610494312,0.4893867924528302,0.8279140683494509,0.9997630625853257,30.89612247373849,1.105,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3495,0.7095354851711282,0.429126213592233,0.5322164991668049,0.9997106729161932,26.083477234819775,0.766,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3531,0.7916646899758052,0.4289456450556647,0.6050392897389357,0.9996442649482745,24.256695086517944,0.883,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3566,1.1181389932779338,0.5298804780876494,0.937122349451028,0.9997686959764778,31.285569202134972,0.94,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3567,0.9763131246422753,0.4683687943262411,0.7830763246034028,0.9997569626179247,30.414904759194563,1.159,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3573,1.0157575757575756,0.5045525902668759,0.8242197723349504,0.9997491960339533,30.024465847410777,1.097,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3574,0.8977970023136504,0.4639175257731959,0.7046096181172791,0.9997892739700859,32.328622972928194,1.128,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3581,1.113471028132472,0.5357945425361156,0.9317529000290568,0.9997759644059518,31.794349281355956,1.121,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3595,1.214262241209333,0.5647961243439644,1.052569969151081,0.9997550783962107,30.182127172669965,1.097,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3621,1.203254255828263,0.5215428805908905,1.0388601405309144,0.999740528867327,29.358829499236126,1.177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3642,0.9418566699305265,0.4575242718446602,0.7481360484143972,0.9997275747393157,28.620828417822906,1.054,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3668,1.0223201416628915,0.49458674412463693,0.8311418756394544,0.9997892566853572,32.76496196726597,1.188,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3687,0.8541995087436303,0.4578132800798802,0.6628744736604489,0.9997523294168859,29.561244953812686,0.921,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3707,1.1897001303780965,0.5255504777731617,1.0221490696010016,0.999733637465166,29.01572048064533,1.055,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3715,0.9268795056642638,0.47780925401322,0.7331586112047248,0.9997873022722527,32.32647458002141,1.089,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3740,0.8703303226900733,0.47167630057803467,0.6782048985198229,0.9997211176272787,27.955264470117303,0.909,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3743,1.0335741501311295,0.5527868852459017,0.8432084807711797,0.9997514318967083,30.182917070275458,0.9,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3769,0.907133067937088,0.5053571428571428,0.7138501188742138,0.9995962253400253,23.39109580228892,0.89,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3771,1.1426391512861502,0.5309681298857486,0.9655608458003145,0.9997966920030388,33.33173215083079,1.036,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3772,0.94839444611615,0.47558566186847306,0.7546841231978454,0.9997515308000108,29.99290030534789,1.097,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3782,0.8784287244446514,0.44956413449564137,0.6859688142106433,0.9996978084470841,26.899293174875663,0.826,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3807,1.1367803447011366,0.529641693811075,0.9587244081773073,0.9997780081527594,31.908314598871254,1.148,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3810,0.8829236739974127,0.4198782961460446,0.6903085094570333,0.9996667222129645,25.636345726765,1.064,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3826,1.0807327001356852,0.4918918918918919,0.8947938944484238,0.9997477377925088,29.98198183670545,1.122,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3845,0.8988944277182765,0.4566929133858268,0.705745437257113,0.9996904139708912,26.676750384233245,0.968,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3887,0.9040418372724695,0.5169325496781416,0.7107208640599498,0.999747856576682,29.58577245557701,1.034,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3899,1.0292319338496478,0.48795850314931455,0.8386058252032655,0.9997054052190888,27.720161957306047,1.084,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3902,0.9327278393660122,0.514821536600121,0.7390096576419525,0.9997359207149787,29.034979111492433,0.903,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3936,0.9233171711876992,0.4716106604866744,0.7296690451902299,0.9997368441036883,29.047437316148663,0.98,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3942,0.9442171111424674,0.47069710055521286,0.7505048849360834,0.9997262603897025,28.560421210287583,0.934,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3991,0.7871693661812078,0.45384861066751836,0.6009569210516137,0.9996572132673907,24.675799268356794,0.874,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4011,1.0823721810982958,0.481218993621545,0.8966407481035014,0.9997340158276605,29.197945646078068,1.176,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4027,0.8841963885987167,0.45249169435215947,0.6915249169026797,0.999680291921931,26.181142133028317,0.934,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4030,0.953757860943753,0.5083897556667648,0.7600978317318702,0.9997480452561903,29.80325472709517,0.951,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4038,1.0130557148069006,0.48647746243739565,0.821383172673712,0.9997292032866084,28.890572352696886,1.168,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4076,1.2095769206804161,0.5442846328538986,1.0466830981644704,0.9997659827870008,30.8936224517542,1.108,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4117,0.9736135742702391,0.5015812776723593,0.7803256478942459,0.9997342381300867,29.07819021764686,0.885,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4184,0.8374172687313697,0.43737166324435317,0.647172818672541,0.9996490411886894,24.734329511176004,0.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4213,0.965040650406504,0.5174216027874564,0.7716485934684505,0.9996342812258762,24.766818491987685,0.944,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4220,1.0204815316980977,0.5216107382550336,0.8291874700183837,0.9997891042070474,32.75027555248845,1.004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4228,1.0692111536116191,0.49825783972125437,0.8820228172577366,0.9997374060345131,29.386478302109676,1.141,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4229,1.0744965694204274,0.48184019370460046,0.8878717912417647,0.9997380558821383,29.42318855580366,0.954,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4268,0.8846674352162799,0.46522619851451724,0.6919801517077814,0.9996781082617888,26.09451086469642,0.976,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4319,0.8232266252996756,0.5114709851551957,0.6339660503313036,0.9996656330783337,25.248366798319093,0.808,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4337,0.866724554195434,0.4683982683982684,0.674768986356812,0.9997197522016215,27.866100544352403,1.062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4389,0.9095884050280256,0.46991150442477875,0.7161105619956155,0.9997955931477315,32.8894505131384,1.081,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4474,0.9792259654190917,0.514946418499718,0.7860637594915589,0.9997666115348784,31.045354869237947,1.035,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4481,0.9331570532529823,0.4908194025760482,0.7394205880701903,0.9997570040080824,30.27022535832844,1.152,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4484,1.0969339473850233,0.49181605611847234,0.9130226950404853,0.9997145133394052,28.177299319904304,1.128,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4532,0.8960163797558939,0.4920032529140689,0.7029076974169867,0.9997494208492679,29.637132663801136,1.057,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4540,1.107290634652369,0.5671810312382386,0.924740588889727,0.9997407322146682,29.56057398020773,1.003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4567,1.0580938727170728,0.48130841121495327,0.8698458571261334,0.9996992936717901,27.458167096707516,1.046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4613,0.9371221281741233,0.48600836281762627,0.7434086394791458,0.9997151883317157,27.974511432771802,0.901,"{""type"":""MultiPoint"",""coordinates"":[]}"
