system:index,B8,GVI,MSR,NDGI,errorLAI,estimateLAI,.geo
0_1698,2415.0,29703.79704797048,170.92836742402866,-0.002453987730061335,420.0,782.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1699,2764.0,38175.79558011049,209.29503084951867,0.07338769458858417,601.0,1297.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1704,2081.0,24029.023094688222,151.99779070138584,-0.013105413105413166,489.0,801.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1739,2006.0,40361.173038229375,210.3694872341566,0.05073995771670189,603.0,1310.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1753,2574.0,20908.82940698619,129.64825110670782,-0.10113179992698061,283.0,415.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1754,2880.0,20167.067226890755,128.58781931744934,-0.09131403118040089,350.0,777.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1755,2388.0,30458.18367346939,170.49013672825006,-0.01754385964912279,479.0,973.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1756,2477.0,30617.04697156984,174.74210304603275,0.004345127250155222,446.0,952.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1757,2579.0,33105.54685494224,190.26306565484083,0.049865229110512166,535.0,1143.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1803,2456.0,26550.35135135135,141.82391640179006,-0.13104744011272898,340.0,610.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1870,3605.0,19741.60679079956,133.89951763685903,-0.04071447333858677,368.0,1114.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1877,2069.0,32840.269841269845,182.71728049291633,0.013676588897827838,628.0,1327.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1920,2429.0,28243.18604651163,148.83046488289364,-0.11431513903192592,375.0,711.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1928,2900.0,34729.53892215568,204.75657079023665,0.09868421052631578,528.0,1280.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1975,2688.0,29343.978165938865,156.61625407610524,-0.0830830830830831,445.0,1042.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1982,2783.0,27150.219512195123,149.91103588824825,-0.0876724521584335,408.0,860.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1983,3681.0,22581.82208588957,146.97864694748793,-0.015403201449713057,363.0,897.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2087,2855.0,38218.54484605087,189.95110471887529,-0.02352941176470583,463.0,1015.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2140,2633.0,30368.088811995385,152.94599682029312,-0.12335692618806877,368.0,785.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2152,2719.0,23338.055793991414,133.23321248729286,-0.12864622288706057,305.0,510.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2157,2396.0,29147.418491484186,166.49986892231578,-0.01909307875894993,560.0,1084.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2195,2662.0,32187.633615477633,156.95079489590236,-0.12671594508975717,419.0,919.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2205,1982.0,22992.039443155452,135.8702281625843,-0.10208333333333336,346.0,448.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2258,2391.0,32397.373983739835,175.6751233669024,-0.018617021276595723,568.0,1078.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2309,2272.0,20266.618198037464,131.2003142088667,-0.07393638992152003,318.0,493.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2343,2758.0,33068.544364508394,167.88220624550573,-0.0738478622987229,455.0,1039.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2359,2447.0,26226.224008574492,157.91141550340612,-0.018927444794952716,487.0,926.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2394,2708.0,36250.673360107096,180.17461859830814,-0.04961832061068703,490.0,1025.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2408,2282.0,24510.27819548872,141.10802322700408,-0.096555070354197,391.0,667.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2409,2185.0,23047.523206751055,141.0402710377984,-0.06646971935007384,336.0,509.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2543,2458.0,31715.129032258064,166.03327066000347,-0.06400966183574879,453.0,837.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2544,2133.0,25636.01923076923,145.26750338897196,-0.09021323127392017,431.0,737.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2592,2434.0,29289.012033694347,156.3560799920935,-0.08379272326350609,418.0,781.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2593,2890.0,38025.31578947369,204.55160419783664,0.05263157894736839,546.0,1268.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2608,2130.0,22232.82045929019,143.6491589151235,-0.030364372469635654,432.0,684.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2642,2436.0,25112.402061855668,138.3766024861209,-0.12769784172661874,311.0,505.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2643,1925.0,28602.26894502229,152.97044051285994,-0.09360269360269358,454.0,738.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2684,1879.0,31159.862354892204,159.98832684176313,-0.09186746987951804,412.0,643.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2686,2041.0,25671.955974842767,141.08424522043788,-0.11960132890365446,330.0,478.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2687,2515.0,24345.56340755082,138.7911640325294,-0.10948275862068968,314.0,542.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2741,2700.0,29378.760609358,162.74466038126667,-0.045690550363447574,417.0,928.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2758,2485.0,24749.996015936253,160.14143530904371,0.02396736359000515,536.0,1091.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2784,2259.0,33170.806167400886,173.8380267236887,-0.04084507042253521,455.0,825.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2791,2485.0,23620.67300380228,132.80380492817267,-0.13770491803278692,278.0,417.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2792,2560.0,27614.96548004315,151.48471878887904,-0.08579881656804733,346.0,652.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2801,3921.0,26564.040650406503,164.5885878301413,0.01582931865106683,423.0,1250.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2809,2026.0,31409.852713178294,161.4198520296498,-0.08704883227176216,539.0,930.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2813,3422.0,21548.11838790932,136.76602863804976,-0.06340312592155704,397.0,1346.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2831,1955.0,24590.19496855346,150.21341566151924,-0.0363636363636364,427.0,591.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2844,2516.0,28364.276211950393,156.91003698930075,-0.06434599156118145,380.0,718.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2890,2388.0,25162.329820864066,143.22688282086315,-0.09489747257987602,328.0,554.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2905,2440.0,24695.356275303642,152.98812317737045,-0.020327218641546886,409.0,728.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2949,3231.0,38555.08591885441,194.77385457519938,-0.002974419988102323,509.0,1372.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2994,2179.0,26379.14527845036,160.06047370623307,-0.008403361344537804,518.0,1002.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3027,2670.0,41783.03755868545,196.28477589219554,-0.035471698113207516,613.0,1297.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3067,2221.0,32048.06204906205,163.07684821818137,-0.08695652173913046,450.0,813.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3082,2438.0,22510.542012927057,148.6245684318607,-0.0027624309392265344,421.0,789.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3131,2474.0,33073.866310160425,173.55079574601342,-0.041025641025640956,542.0,955.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3132,2729.0,40249.73746312685,209.30964282956418,0.04710424710424711,612.0,1280.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3188,1533.0,32966.74193548387,170.20649368503382,-0.058704453441295545,482.0,833.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3189,2717.0,37269.23319615912,182.60195374601773,-0.05016286644951138,538.0,1169.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3190,3008.0,36861.74509803921,183.46449338901775,-0.04,520.0,1329.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3247,2176.0,31308.352517985608,161.99995880056707,-0.08190224570673708,390.0,661.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3295,1796.0,30234.690235690236,163.71159450858008,-0.054140127388534985,470.0,712.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3308,1478.0,22191.19219219219,133.5835989191819,-0.10121457489878542,384.0,424.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3344,2960.0,36452.201970443355,181.67707352191155,-0.044143613890523875,503.0,1130.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3396,2248.0,37780.512605042015,187.89822572628808,-0.0285714285714286,516.0,947.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3504,2940.0,42301.15827338129,204.67488488724453,0.0,523.0,1284.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3760,2331.0,40188.65517241379,192.89887620496512,-0.033333333333333305,522.0,1042.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3765,2457.0,29637.118214716524,170.5376043338568,-0.003605769230769251,582.0,1295.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3766,3264.0,36427.57142857143,194.72904525115732,0.025171624713958816,518.0,1298.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3844,2251.0,28171.715894868586,173.88350159587606,0.04104234527687296,580.0,1089.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3943,1653.0,24968.788519637463,144.2966314513558,-0.0837370242214533,456.0,676.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_3985,2016.0,25389.428211586903,153.64343098667646,-0.029932803909590723,458.0,718.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4076,2099.0,24520.028037383177,140.11913763091314,-0.10366492146596858,360.0,495.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4227,2544.0,23863.915572232647,157.23833315205312,0.024015369836695506,561.0,1343.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4233,2450.0,32109.091743119265,170.08830085824553,-0.04624999999999994,559.0,1104.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4352,2623.0,43069.60755336617,207.73770280289227,0.0057803468208092994,594.0,1368.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4421,2989.0,37175.616915422885,203.6038736144534,0.05928853754940708,480.0,1286.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4626,2882.0,36853.2199488491,192.33914745942485,0.00708306503541535,434.0,1216.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4701,3194.0,22845.92417739628,161.73980901878102,0.07373271889400924,459.0,1020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4788,2175.0,31070.42857142857,182.34855447094267,0.039346696362286666,616.0,1282.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4906,2461.0,35256.87965616046,196.64486348876375,0.05120481927710844,619.0,1274.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_4994,2963.0,36444.26445264453,193.77818238423555,0.020075282308657433,429.0,1145.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5057,2590.0,35381.51366120219,196.79754060525224,0.05021520803443333,632.0,1341.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5058,2155.0,30393.92242595204,167.16908126945665,-0.036029911624745066,547.0,1004.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5094,2480.0,32417.30065359477,184.0787498509995,0.02753525856279377,570.0,1138.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5098,2686.0,39153.51895043732,209.3578186367564,0.0610982211910286,514.0,1242.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5102,1856.0,30031.362459546926,155.27236682017377,-0.10304789550072567,489.0,791.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5138,2341.0,32740.258741258745,167.55323839890258,-0.07082521117608842,557.0,1067.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5153,3147.0,42183.98659517426,205.22082103179355,0.004037685060565298,474.0,1241.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5154,2839.0,34494.747266099635,171.23710905199044,-0.07528089887640448,416.0,1047.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5160,2008.0,31325.053042121683,166.1157602670211,-0.05735294117647059,539.0,992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5199,2643.0,40227.31050228311,219.41905276887798,0.09408825978351373,623.0,1366.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5215,1931.0,29036.593984962405,149.72374417729785,-0.1221122112211221,482.0,793.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5216,1893.0,31185.161449752886,163.68255475168445,-0.06973180076628355,522.0,914.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5217,1989.0,29863.864864864863,155.7021236472421,-0.09756097560975606,495.0,845.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5248,2276.0,38251.100840336134,197.78100736460937,0.01622544833475661,565.0,1132.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5260,1957.0,27718.546742209634,148.29599408443053,-0.10858585858585865,479.0,766.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5275,4042.0,20663.621676891617,146.57376881200574,0.0262329485834208,380.0,1071.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5295,2361.0,24541.619542619545,160.51903228429535,0.030530262453133356,597.0,1129.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5301,2536.0,32059.682680151705,165.6630156591707,-0.07159624413145542,361.0,765.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5327,4174.0,19762.257575757576,138.9865855410989,-0.004243281471004234,369.0,993.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5338,2678.0,28099.73452256034,169.6127065964722,0.017618793379604897,531.0,1130.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5353,2471.0,40977.44112769486,209.8137709998222,0.04055220017256258,579.0,1216.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5389,3159.0,37786.081339712924,202.87689784201694,0.047619047619047596,503.0,1343.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5408,2507.0,40175.282051282054,205.48499805498875,0.029702970297029695,592.0,1253.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5428,3020.0,42896.72727272727,217.08038682584512,0.05153099327856611,531.0,1350.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5435,2759.0,27506.477567298105,171.42564614428989,0.03883997928534442,538.0,1249.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5448,2522.0,42744.76271186441,219.4392182445532,0.06402164111812439,593.0,1216.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5459,2757.0,35390.52759948652,180.38291357378597,-0.03648732220160793,439.0,1071.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5460,3013.0,39179.75422626788,193.67760803231167,-0.016624040920716145,494.0,1342.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5469,2025.0,31788.638932496073,161.48558255167674,-0.09259259259259256,525.0,929.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5470,2014.0,34134.59322033898,170.4685389627339,-0.0745098039215687,585.0,1073.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5488,2626.0,31223.732461355532,184.27492379062235,0.04732254047322538,594.0,1254.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5489,3077.0,36629.95238095238,206.0148622764622,0.07830551989730425,571.0,1349.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5506,2628.0,32972.65119196989,167.19180193745066,-0.07647740440324452,380.0,838.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5512,1937.0,30407.16326530612,160.245154965971,-0.07814761215629516,523.0,921.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5513,2045.0,32929.75684380032,174.23043601414025,-0.034965034965034995,571.0,1071.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5514,2136.0,32609.68702290076,169.82250398835762,-0.05551550108147079,575.0,1090.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5554,2619.0,30452.488372093027,153.3721323038233,-0.12200102092904547,337.0,716.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5593,2692.0,31447.598130841125,162.5831389231795,-0.08055853920515575,368.0,808.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5600,1944.0,34528.307282415626,171.9384061094941,-0.0717230008244023,550.0,1001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5626,2849.0,24538.190353143844,153.79441859096008,-0.011914893617021324,507.0,1060.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5627,2872.0,28155.862745098042,167.79592261682004,0.005917159763313575,600.0,1338.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5638,2235.0,30324.644504748983,158.45727064141525,-0.08787128712871288,620.0,1264.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5640,2414.0,30478.79797979798,180.10470188119984,0.036649214659685916,624.0,1129.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5650,2137.0,34746.9674796748,183.02955733108158,-0.012841091492776919,602.0,1141.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5701,2056.0,25164.238678090576,161.1467239949725,0.021888680425265726,576.0,1001.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5702,2147.0,37208.70537261698,191.56472791943855,-0.0017301038062283631,610.0,1164.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5703,2025.0,34147.39797639123,177.43660678658242,-0.03498779495524821,570.0,1060.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5720,3132.0,38240.75824175824,203.35263639111682,0.04397705544933081,503.0,1336.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5738,2408.0,38712.826366559486,205.08041101101566,0.046257359125315374,631.0,1286.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5789,2735.0,34531.82828282828,174.10406899206674,-0.05938242280285033,422.0,992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5790,2854.0,37453.06824146982,185.10728714936738,-0.03909205548549809,455.0,1094.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5793,1977.0,30793.392523364488,167.90274872878334,-0.03820224719101129,536.0,962.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5794,1941.0,32081.644628099173,169.5885394014277,-0.048742138364779856,530.0,924.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5815,2308.0,19964.397923875433,134.28833718847625,-0.043442283822920966,306.0,418.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5844,2148.0,35978.89949748744,179.26707367608702,-0.0508744038155803,602.0,1189.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5845,1970.0,31620.187800963082,161.72213931624646,-0.08851499634235548,526.0,911.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5846,1999.0,31233.375,168.109423565837,-0.04406273338312174,549.0,962.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5847,2116.0,38401.90381125227,201.11239657532352,0.03086997193638919,632.0,1244.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5848,2166.0,37668.565217391304,194.97003678917076,0.00965759438103603,627.0,1223.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5887,2242.0,37870.62162162162,197.50053011753397,0.019810508182601234,624.0,1192.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5906,2511.0,34777.39335180055,193.02622738058955,0.03959683225341976,577.0,1189.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5907,2006.0,19306.025986525503,132.59257123421185,-0.03929727230698102,302.0,383.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5914,2163.0,22506.80437044745,146.4404743187456,-0.017382413087934562,459.0,788.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5938,2409.0,40554.555555555555,213.61869785377797,0.06356311548791407,599.0,1195.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5959,2635.0,30216.889908256882,158.0980823513503,-0.08834291688447464,357.0,770.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5962,2139.0,33737.17034700316,182.24649482320842,-0.00236034618410707,583.0,1072.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_5987,2576.0,21811.023708721423,145.821270106373,-0.005892255892255886,377.0,703.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_6013,2101.0,34899.332225913626,183.08448270887348,-0.01472995090016369,588.0,1109.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
