system:index,B4,B8,GVI,NDVI3,RDVI,estimateLAI,.geo
0_250,1891.0,3150.0,0.9613947696139478,1891.3996825396825,17.732394366197184,0.256,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_276,1905.0,2795.0,0.911764705882353,1905.3184257602861,12.981984243312615,0.043,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_296,2162.0,3346.0,0.904382470119522,2162.3538553496714,15.953454446834346,0.097,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_325,2053.0,3335.0,1.0138888888888888,2053.384407796102,17.465226879799772,0.256,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_343,1810.0,2963.0,1.0364261168384878,1810.389132635842,16.689125868993507,0.232,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_352,2082.0,3385.0,0.9555170421721548,2082.3849335302807,17.622595743504398,0.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_398,1664.0,2743.0,0.9663082437275985,1664.39336492891,16.253613167629833,0.278,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_414,1924.0,3108.0,0.9185185185185185,1924.3809523809523,16.69096268326419,0.249,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_471,1794.0,2801.0,0.9330572808833679,1794.3595144591218,14.855480810788162,0.11,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_479,1777.0,3032.0,1.0752908966461328,1777.4139182058047,18.097406322911365,0.246,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_482,1955.0,3063.0,0.9534438775510203,1955.3617368592884,15.64135712176542,0.117,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_501,2019.0,3107.0,0.8190866510538641,2019.350177019633,15.196360736480372,0.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_503,2252.0,3541.0,0.963948973932335,2252.3640214628635,16.93562205296079,0.202,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_505,2057.0,2929.0,0.8113790970933827,2057.2977125298735,12.349243323778007,0.089,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_535,2218.0,3415.0,0.8097509273979862,2218.3505124450953,15.948662758292254,0.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_542,1879.0,2972.0,0.9578392621870884,1879.3677658142665,15.69294760111884,0.184,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_560,1585.0,2492.0,0.984076433121019,1585.3639646869983,14.20485913538634,0.092,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_582,1729.0,2747.0,0.926367461430575,1729.3705860939206,15.216078462898956,0.181,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_605,2054.0,3336.0,0.9172413793103449,2054.3842925659474,17.461986277326417,0.199,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_610,2092.0,3218.0,1.00373599003736,2092.349906774394,15.452228796021469,0.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_614,2074.0,3300.0,0.9526627218934911,2074.3715151515153,16.724057002414884,0.242,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_617,2138.0,3309.0,0.8854700854700854,2138.3538833484436,15.866393006100974,0.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_622,2192.0,3319.0,0.8614694335389792,2192.3395601084662,15.18129119179411,0.076,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_655,2108.0,3168.0,0.9199999999999999,2108.334595959596,14.593298699905208,0.202,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_657,2215.0,3321.0,0.8720405862457723,2215.333032219211,14.864732090273504,0.166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_677,2378.0,3515.0,0.8607728957120169,2378.32347083926,14.811268131688102,0.133,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_718,1841.0,2916.0,0.9171597633136095,1841.3686556927298,15.586258993533242,0.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_721,2015.0,3083.0,0.9054388133498146,2015.3464158287381,14.957924511392124,0.046,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_738,2214.0,3451.0,0.9936452917388792,2214.3584468270064,16.435001290891265,0.184,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_752,1972.0,2922.0,0.9558232931726907,1972.325119780972,13.579745247873369,0.074,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_766,2064.0,3115.0,0.9468749999999999,2064.337399678973,14.60426687405947,0.135,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_777,1917.0,3047.0,0.8949004975124377,1917.3708565802428,16.038456001453383,0.267,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_781,1809.0,3030.0,1.0472972972972974,1809.4029702970297,17.552454377685166,0.279,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_783,1873.0,3072.0,1.10989010989011,1873.3902994791667,17.050457445182808,0.235,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_796,2402.0,3373.0,0.8411572052401746,2402.287874295879,12.777421916118714,0.108,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_800,2125.0,3381.0,0.9286936679977182,2125.371487725525,16.926670332448943,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_802,1607.0,2774.0,1.0307467057101025,1607.4206921413122,17.631295711039662,0.213,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_806,1929.0,3008.0,0.9110546378653113,1929.358710106383,15.356416444859528,0.233,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_812,2299.0,3273.0,0.8072887907233572,2299.297586312252,13.048284069455823,0.123,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_856,2382.0,3377.0,0.7291346646185355,2382.294640213207,13.111414325788958,0.024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_857,2212.0,3158.0,0.888755980861244,2212.299556681444,12.909338643345217,0.048,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_858,2222.0,3237.0,0.8614146060954571,2222.3135619400678,13.737556610365901,0.118,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_887,1806.0,2854.0,0.7595561035758323,1806.3672039243168,15.352118865097047,0.087,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_898,1887.0,3093.0,1.018929503916449,1887.3899127061106,17.08962906814384,0.201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_902,2178.0,3136.0,0.8567199526346951,2178.3054846938776,13.141796383835961,0.096,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_909,2089.0,3197.0,1.010691823899371,2089.346574913982,15.23969168978981,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_916,1778.0,2927.0,1.0454227812718377,1778.3925521011274,16.7509797959186,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_932,1790.0,3002.0,1.0561643835616437,1790.4037308461027,17.508309498706726,0.252,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_951,1826.0,3034.0,1.0653505786249151,1826.3981542518127,17.32801437858726,0.258,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_965,1879.0,3030.0,1.0472972972972974,1879.3798679867987,16.42777732980197,0.177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1000,2127.0,3148.0,1.0076530612244898,2127.324332909784,14.057707740575319,0.09,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1011,2280.0,3530.0,1.0275703618609993,2280.3541076487254,16.399172977762053,0.286,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1016,2196.0,3426.0,0.9543639475185397,2196.3590192644483,16.40437508344451,0.154,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1018,2132.0,3242.0,1.0161691542288556,2132.342381246144,15.141682930408257,0.166,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1027,1678.0,2896.0,0.9808481532147744,1678.4205801104972,18.009398508293394,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1039,2037.0,3302.0,1.032,2037.3831011508178,17.312531040716564,0.231,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1050,1844.0,2983.0,1.0874737578726381,1844.3818303721087,16.39400543274457,0.194,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1061,1974.0,2934.0,0.8406524466750314,1974.3271983640082,13.70310406895804,0.178,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1068,2153.0,3395.0,1.040264423076923,2153.3658321060384,16.67452110044975,0.193,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1069,2000.0,3189.0,0.9386018237082068,2000.3728441517717,16.50593077128112,0.164,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1081,1855.0,2847.0,0.7595797280593326,1855.3484369511766,14.466729456427307,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1084,1905.0,2919.0,0.9343936381709741,1905.3473792394657,14.599376392324988,0.148,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1099,2065.0,3362.0,0.9266475644699141,2065.3857822724567,17.60597437001421,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1122,2109.0,3219.0,0.939156626506024,2109.344827586207,15.20690632574555,0.113,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1135,1938.0,3252.0,1.027431421446384,1938.4040590405905,18.239447816406035,0.286,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1160,2222.0,3215.0,0.819468024900962,2222.308864696734,13.46696036673533,0.057,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1178,2053.0,3161.0,0.8093875214653692,2053.350521986713,15.344553190623362,0.235,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1182,2155.0,3219.0,0.7804203539823009,2155.3305374339857,14.51418976392287,0.277,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1183,2133.0,3062.0,0.7537227949599083,2133.3033964728934,12.889110235248994,0.133,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1209,2296.0,3512.0,0.8720682302771856,2296.346241457859,15.95586198487693,0.17,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1227,1922.0,3001.0,0.8686176836861768,1922.3595468177275,15.378236188964161,0.204,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1228,1812.0,2824.0,0.9435650378527185,1812.35835694051,14.86307943478498,0.193,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1233,1872.0,2967.0,0.9846153846153847,1872.3690596562185,15.741144589324534,0.169,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1244,2022.0,3309.0,1.0238532110091745,2022.388939256573,17.626829578526973,0.206,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1255,2214.0,3252.0,0.9555021046301864,2214.319188191882,14.039852326430262,0.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1257,1940.0,2843.0,0.7388379204892965,1940.3176222300388,13.056824295103983,0.128,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1274,2298.0,3417.0,0.8899336283185841,2298.3274802458295,14.802053485971966,0.067,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1294,2366.0,3488.0,0.8782983306408185,2366.3216743119265,14.664474269574292,0.105,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1298,2067.0,3025.0,1.0234113712374584,2067.316694214876,13.425216919375492,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1315,1937.0,3165.0,0.9768894440974392,1937.3879936808846,17.19206876841261,0.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1349,2231.0,3386.0,0.9151583710407241,2231.341110454814,15.410962806157915,0.193,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1365,1655.0,2540.0,0.8472727272727272,1655.3484251968505,13.663982216466726,0.173,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1374,1888.0,3129.0,1.0265544041450778,1888.3966123362097,17.520630511543388,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1395,1980.0,3255.0,1.0267745952677458,1980.3917050691243,17.621863861688563,0.231,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1414,1835.0,3065.0,1.0244385733157197,1835.4013050570964,17.571428571428573,0.262,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1444,2193.0,3492.0,0.9218492019812878,2193.3719931271476,17.228359145288625,0.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1460,2153.0,3380.0,0.9824046920821115,2153.363017751479,16.495452275699087,0.196,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1466,2182.0,3386.0,1.057108140947752,2182.3555818074424,16.13529364930881,0.196,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1476,1956.0,2806.0,0.8268229166666667,1956.3029223093372,12.317547059406301,0.008,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1482,1851.0,3054.0,1.0889192886456907,1851.393909626719,17.176952768812583,0.236,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1503,2017.0,3268.0,0.9452380952380952,2017.3828029375766,17.208174995052772,0.208,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1506,1926.0,2958.0,0.8961538461538461,1926.3488843813388,14.766986221429276,0.273,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1509,2216.0,3278.0,0.8839080459770114,2216.3239780353874,14.32782238714177,0.049,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1514,1834.0,3055.0,1.064189189189189,1834.3996726677578,17.46246888601406,0.194,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1531,1954.0,3141.0,0.9904942965779469,1954.3779051257561,16.629478301409108,0.167,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1616,1928.0,3200.0,1.0738820479585223,1928.3975,17.76286859659867,0.247,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1626,1941.0,3200.0,0.9962570180910792,1941.3934375,17.559086900397883,0.268,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1629,1913.0,2822.0,0.9542936288088644,1913.3221119773211,13.210032666166375,0.031,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1643,2169.0,3252.0,0.8445830969937607,2169.3330258302585,14.709189836073465,0.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1654,2239.0,3323.0,0.9512624779800352,2239.32621125489,14.534958293211607,0.078,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1662,2136.0,3195.0,0.9565217391304348,2136.331455399061,14.504127835011705,0.13,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1682,1944.0,3157.0,1.074244415243101,1944.384225530567,16.98373242906615,0.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1697,2210.0,3554.0,1.082015231400117,2210.3781654473833,17.702609224400764,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1704,1800.0,2992.0,1.082115518441197,1800.3983957219252,17.21939350037823,0.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1733,2317.0,3350.0,0.7734250926416093,2317.3083582089553,13.722199063288713,0.145,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1741,2293.0,3538.0,1.036845135290731,2293.3518937252684,16.304137554287472,0.198,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1762,2141.0,3283.0,0.8642816581487791,2141.3478525738656,15.506231500246379,0.117,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1776,1901.0,3127.0,1.091638795986622,1901.3920690757916,17.289914102557784,0.235,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1780,1654.0,2813.0,0.9214480874316939,1654.4120156416636,17.341052766094965,0.272,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1786,2248.0,3464.0,0.9362772498602572,2248.35103926097,16.08938617035888,0.177,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1799,2148.0,3349.0,0.8350684931506849,2148.3586145117947,16.198699125996754,0.204,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1805,2306.0,3549.0,0.8144171779141105,2306.3502395040855,16.244549765890675,0.168,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1811,2331.0,3410.0,0.9050279329608939,2331.31642228739,14.240579781875123,0.084,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1822,2387.0,3448.0,0.8291777188328913,2387.3077146171695,13.889766781737954,0.058,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1835,2346.0,3508.0,0.8610079575596816,2346.331242873432,15.187271926243607,0.164,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1854,2016.0,3241.0,0.9453781512605042,2016.377969762419,16.89534639164707,0.245,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1858,1790.0,2924.0,1.0390516039051603,1790.3878248974008,16.516509270714725,0.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1864,2311.0,3384.0,0.8799999999999999,2311.3170803782505,14.218469730423806,0.045,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1868,2042.0,3015.0,0.8261659600242277,2042.32271973466,13.682528563754698,0.125,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1887,1937.0,3043.0,0.8737684729064039,1937.3634571146895,15.672578564981002,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1932,2196.0,3285.0,0.701191092698084,2196.3315068493152,14.709502307286908,0.006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1938,2297.0,3358.0,0.7471383975026014,2297.3159618820728,14.109092452457991,0.087,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1957,2305.0,3234.0,0.897887323943662,2305.287260358689,12.482455642324974,0.091,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1959,2068.0,3353.0,0.9922756981580512,2068.3832388905457,17.452732169302312,0.226,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1965,1790.0,2872.0,0.8795811518324608,1790.3767409470752,15.846783557572467,0.144,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1970,2268.0,3409.0,0.8466955579631636,2268.334702258727,15.143497748023394,0.191,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1974,1712.0,2788.0,0.916151202749141,1712.3859397417505,16.04006095859849,0.204,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1975,2067.0,2938.0,0.9102730819245775,2067.2964601769913,12.311645843534624,0.033,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_1984,1665.0,2627.0,0.9358879882092852,1665.3661971830986,14.68402838648756,0.165,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2011,2110.0,3266.0,1.0123228589032656,2110.3539497856705,15.76624256955045,0.158,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2016,1741.0,2710.0,0.9247159090909092,1741.3575645756457,14.52429228145871,0.093,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2022,1819.0,2997.0,0.9887193098871931,1819.393059726393,16.97469780138972,0.246,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2029,1936.0,2900.0,0.9359145527369825,1936.3324137931033,13.862255135887525,0.223,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2045,1917.0,3102.0,0.9509433962264151,1917.3820116054158,16.726680156253707,0.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2046,1975.0,3099.0,0.9284380833851897,1975.3626976444014,15.779421594011142,0.243,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2050,2109.0,3401.0,1.0487951807228915,2109.3798882681563,17.40550844238487,0.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2065,2112.0,3256.0,0.9415623136553368,2112.3513513513512,15.614201186372764,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2083,2265.0,3393.0,1.0076923076923077,2265.3324491600356,14.996075838766489,0.116,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2084,2170.0,3078.0,1.0104506858262572,2170.294996751137,12.533978209495082,0.062,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2094,2302.0,3622.0,1.0405633802816903,2302.364439536168,17.150090111046516,0.257,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2096,2052.0,2987.0,0.832515337423313,2052.3130231001005,13.171627243394656,0.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2099,1575.0,2458.0,1.093696763202726,1575.3592351505288,13.904218776214687,0.224,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2122,1962.0,3221.0,0.9356971153846154,1962.390872399876,17.487797901363535,0.274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2126,2038.0,3170.0,0.9107896323086198,2038.3570977917982,15.685954071905519,0.115,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2146,1788.0,2684.0,0.8729937194696442,1788.3338301043218,13.398528742022574,0.175,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2204,2222.0,3442.0,0.9623717217787913,2222.354445090064,16.210567105308385,0.224,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2209,1872.0,3043.0,1.1000690131124915,1872.3848176141964,16.703025109626637,0.263,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2247,1816.0,3018.0,1.0214333556597457,1816.3982770046389,17.288254399266837,0.224,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2252,1994.0,2928.0,0.8988326848249026,1994.3189890710382,13.313004277515006,0.011,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2266,1861.0,3027.0,1.048037889039242,1861.385199867856,16.677576898181663,0.185,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2267,2218.0,3224.0,0.7521739130434784,2218.3120347394542,13.636995964981285,0.033,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2272,2178.0,3182.0,0.8608187134502925,2178.315524827153,13.713594954174642,0.022,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2282,1961.0,3054.0,0.9551856594110115,1961.3578912901114,15.434220243873378,0.162,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2290,2206.0,3560.0,1.0366132723112127,2206.380337078652,17.831231783486146,0.262,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2306,2069.0,3024.0,0.7299771167048055,2069.315806878307,13.381861586378186,0.159,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2330,2224.0,3184.0,0.9343863912515189,2224.3015075376884,13.054279037290108,0.027,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2345,2093.0,3073.0,0.7960257159555815,2093.3189066059226,13.634803228451476,0.181,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2374,2142.0,3417.0,0.9525714285714286,2142.373134328358,17.10061965720981,0.195,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2390,2336.0,3595.0,0.9950055493895671,2336.350208623088,16.347892306645154,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2395,1798.0,3053.0,1.0285714285714285,1798.4110710776285,18.01889225929016,0.282,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2407,2258.0,3501.0,0.9268024215740231,2258.355041416738,16.379384931613743,0.203,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2423,2087.0,3389.0,0.9310541310541312,2087.3841841251106,17.594594594594593,0.201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2429,1746.0,2840.0,1.0505415162454872,1746.3852112676057,16.15475205490684,0.196,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2434,2090.0,3339.0,0.9851367419738406,2090.374064091045,16.95128077930817,0.214,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2446,1897.0,2998.0,0.9366925064599483,1897.3672448298867,15.736602356553785,0.168,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2451,1721.0,2857.0,0.9757952973720609,1721.397619880994,16.789603390219607,0.235,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2458,2287.0,3477.0,0.8865979381443299,2287.342249065286,15.67418525077151,0.119,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2490,2251.0,3321.0,0.909718228867165,2251.32219211081,14.334357242626007,0.135,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2503,2100.0,3285.0,0.9836956521739131,2100.3607305936075,16.148251196742386,0.275,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2511,2183.0,3376.0,0.9754242246928029,2183.353376777251,16.000815098863765,0.135,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2513,2175.0,3228.0,0.9731051344743276,2175.3262081784387,14.325536232190794,0.171,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2518,2153.0,3376.0,0.9280411193603655,2153.362263033175,16.447623727445148,0.269,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2529,1646.0,2828.0,0.9748603351955307,1646.4179632248938,17.671340154386534,0.194,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2560,2054.0,3310.0,1.0419494139420111,2054.3794561933537,17.149254869531912,0.229,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2564,1940.0,3091.0,0.8721986674742581,1940.372371400841,16.227370984597446,0.259,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2567,1642.0,2611.0,0.9931297709923663,1642.3711221754118,14.858538219021188,0.201,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2570,1697.0,2890.0,1.0380818053596617,1697.412802768166,17.614733363871004,0.254,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2574,2214.0,3247.0,0.7752870420995079,2214.3181398213737,13.978617883031031,0.132,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2592,2083.0,3283.0,0.8537549407114624,2083.365519342065,16.3815847082929,0.172,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2605,1652.0,2699.0,1.0729646697388633,1652.3879214523897,15.872748683512189,0.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2622,2286.0,3189.0,0.9095808383233532,2286.283160865475,12.203817053894717,0.016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_2630,1770.0,2970.0,1.0314637482900135,1770.4040404040404,17.429786813223803,0.226,"{""type"":""MultiPoint"",""coordinates"":[]}"
